"Ion Inject Time [ms]"	"Precursor Charge"	"First Scan"	"Spectrum File"
"200"	"2"	"154"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"156"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"158"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"160"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"162"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"210"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"212"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"214"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"216"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"218"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"222"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"233"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"238"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"241"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"255"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"257"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"259"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"261"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"263"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"265"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"267"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"269"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"271"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"273"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"275"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"277"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"279"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"281"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"283"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"285"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"287"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"289"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"293"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"296"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"299"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"304"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"330"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"332"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"334"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"336"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"338"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"340"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"342"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"344"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"347"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"349"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"351"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"353"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"355"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"357"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"359"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"360"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"362"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"364"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"365"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"367"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"369"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"370"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"372"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"374"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"377"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"379"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"381"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"382"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"384"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"385"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"386"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"388"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"389"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"390"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"392"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"393"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"395"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"397"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"399"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"401"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"403"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"405"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"407"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"408"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"410"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"412"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"413"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"415"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"417"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"418"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"420"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"422"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"424"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"426"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"428"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"431"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"433"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"435"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"436"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"438"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"439"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"441"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"442"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"443"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"445"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"446"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"447"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"448"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"450"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"451"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"453"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"454"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"456"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"457"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"459"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"460"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"462"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"463"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"465"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"467"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"469"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"471"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"473"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"475"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"477"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"479"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"481"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"483"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"484"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"486"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"487"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"489"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"490"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"492"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"493"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"495"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"496"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"498"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"500"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"501"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"503"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"504"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"507"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"508"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"510"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"516"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"519"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"531"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"533"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"535"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"538"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"541"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"545"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"546"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"548"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"549"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"551"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"553"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"555"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"556"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"558"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"560"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"561"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"563"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"565"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"566"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"568"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"570"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"572"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"574"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"576"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"589"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"592"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"594"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"597"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"601"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"603"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"604"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"606"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"607"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"609"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"610"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"612"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"613"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"615"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"616"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"618"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"619"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"621"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"622"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"624"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"625"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"627"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"629"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"630"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"632"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"633"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"635"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"636"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"638"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"639"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"640"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"641"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"643"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"645"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"646"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"648"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"650"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"651"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"653"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"654"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"656"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"658"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"660"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"662"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"663"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"665"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"666"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"668"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"669"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"670"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"672"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"675"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"677"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"680"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"682"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"683"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"685"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"686"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"688"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"690"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"691"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"693"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"695"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"697"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"698"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"699"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"701"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"702"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"703"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"705"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"706"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"707"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"708"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"710"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"711"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"712"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"713"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"714"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"716"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"717"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"718"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"719"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"722"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"734"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"736"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"738"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"740"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"742"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"744"	"M495-E05-C643-P7617-1.raw"
"173"	"2"	"746"	"M495-E05-C643-P7617-1.raw"
"170"	"2"	"748"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"750"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"752"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"754"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"756"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"758"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"760"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"762"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"764"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"765"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"767"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"768"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"770"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"772"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"773"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"775"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"776"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"777"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"779"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"780"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"781"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"783"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"785"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"786"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"788"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"790"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"792"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"794"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"796"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"797"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"799"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"801"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"802"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"804"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"805"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"807"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"808"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"810"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"811"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"813"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"814"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"816"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"817"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"819"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"820"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"822"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"823"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"825"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"826"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"828"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"829"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"831"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"832"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"834"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"836"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"837"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"841"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"862"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"864"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"865"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"868"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"870"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"872"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"874"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"900"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"903"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"907"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"908"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"910"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"912"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"913"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"915"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"917"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"921"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"922"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"924"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"926"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"928"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"929"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"931"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"933"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"934"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"936"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"937"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"939"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"940"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"943"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"945"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"946"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"948"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"949"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"951"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"952"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"954"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"955"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"957"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"958"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"959"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"961"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"962"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"963"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"965"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"966"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"967"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"969"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"970"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"971"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"973"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"974"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"975"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"976"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"978"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"979"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"980"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"982"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"983"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"985"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"987"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"988"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"990"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"996"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"998"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"1000"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"1002"	"M495-E05-C643-P7617-1.raw"
"188"	"2"	"1004"	"M495-E05-C643-P7617-1.raw"
"90"	"2"	"1006"	"M495-E05-C643-P7617-1.raw"
"38"	"2"	"1008"	"M495-E05-C643-P7617-1.raw"
"22"	"2"	"1010"	"M495-E05-C643-P7617-1.raw"
"13"	"2"	"1012"	"M495-E05-C643-P7617-1.raw"
"9"	"2"	"1014"	"M495-E05-C643-P7617-1.raw"
"7"	"2"	"1016"	"M495-E05-C643-P7617-1.raw"
"6"	"2"	"1018"	"M495-E05-C643-P7617-1.raw"
"5"	"2"	"1020"	"M495-E05-C643-P7617-1.raw"
"5"	"2"	"1022"	"M495-E05-C643-P7617-1.raw"
"5"	"2"	"1024"	"M495-E05-C643-P7617-1.raw"
"5"	"2"	"1026"	"M495-E05-C643-P7617-1.raw"
"5"	"2"	"1028"	"M495-E05-C643-P7617-1.raw"
"5"	"2"	"1030"	"M495-E05-C643-P7617-1.raw"
"6"	"2"	"1032"	"M495-E05-C643-P7617-1.raw"
"7"	"2"	"1034"	"M495-E05-C643-P7617-1.raw"
"8"	"2"	"1036"	"M495-E05-C643-P7617-1.raw"
"9"	"2"	"1038"	"M495-E05-C643-P7617-1.raw"
"10"	"2"	"1040"	"M495-E05-C643-P7617-1.raw"
"13"	"2"	"1042"	"M495-E05-C643-P7617-1.raw"
"15"	"2"	"1044"	"M495-E05-C643-P7617-1.raw"
"17"	"2"	"1046"	"M495-E05-C643-P7617-1.raw"
"24"	"2"	"1048"	"M495-E05-C643-P7617-1.raw"
"24"	"2"	"1050"	"M495-E05-C643-P7617-1.raw"
"25"	"2"	"1052"	"M495-E05-C643-P7617-1.raw"
"32"	"2"	"1054"	"M495-E05-C643-P7617-1.raw"
"36"	"2"	"1056"	"M495-E05-C643-P7617-1.raw"
"37"	"2"	"1058"	"M495-E05-C643-P7617-1.raw"
"41"	"2"	"1060"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"1061"	"M495-E05-C643-P7617-1.raw"
"57"	"2"	"1063"	"M495-E05-C643-P7617-1.raw"
"62"	"2"	"1065"	"M495-E05-C643-P7617-1.raw"
"200"	"3"	"1066"	"M495-E05-C643-P7617-1.raw"
"64"	"2"	"1068"	"M495-E05-C643-P7617-1.raw"
"69"	"2"	"1070"	"M495-E05-C643-P7617-1.raw"
"73"	"2"	"1072"	"M495-E05-C643-P7617-1.raw"
"67"	"2"	"1074"	"M495-E05-C643-P7617-1.raw"
"85"	"2"	"1076"	"M495-E05-C643-P7617-1.raw"
"93"	"2"	"1078"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"1079"	"M495-E05-C643-P7617-1.raw"
"85"	"2"	"1081"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"1082"	"M495-E05-C643-P7617-1.raw"
"86"	"2"	"1084"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"1085"	"M495-E05-C643-P7617-1.raw"
"58"	"2"	"1087"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"1088"	"M495-E05-C643-P7617-1.raw"
"39"	"2"	"1090"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"1091"	"M495-E05-C643-P7617-1.raw"
"30"	"2"	"1093"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"1094"	"M495-E05-C643-P7617-1.raw"
"22"	"2"	"1096"	"M495-E05-C643-P7617-1.raw"
"200"	"2"	"1097"	"M495-E05-C643-P7617-1.raw"
"22"	"2"	"1099"	"M495-E05-C643-P7617-1.raw"
